ym,local,bill,rsn,cnt,amt
﻿201904,14,3,6,1,2000
﻿201904,14,4,4,1,1000
﻿201904,14,6,1,1,9000
﻿201904,14,7,2,126,6360000
﻿201904,14,7,6,21,528000
﻿201904,15,1,1,2,301000
﻿201904,15,1,6,1,22000
﻿201904,15,2,1,5,120000
﻿201904,15,2,2,1,40000
﻿201904,15,2,6,2,150000
﻿201904,15,7,2,2,75000
﻿201904,16,2,2,1,44000
﻿201904,17,3,2,1,5000
﻿201904,17,4,4,13,36000
﻿201904,17,7,2,11,339000
﻿201904,18,1,6,1,3000
﻿201904,18,2,1,1,34000
﻿201904,18,3,1,1,5000
﻿201904,18,3,2,1,4000
﻿201904,18,7,2,46,1940000
﻿201904,18,7,4,5,130000
﻿201904,21,1,6,1,3000
﻿201904,21,3,4,1,3000
﻿201904,21,7,2,8,70000
﻿201904,29,3,1,1,5000
﻿201904,29,3,2,4,20000
﻿201904,29,7,1,3,244000
﻿201904,29,7,2,5,412000
﻿201904,2C,6,1,1,504000
﻿201904,2F,2,6,1,25000
﻿201904,2F,3,1,3,9000
﻿201904,2F,3,2,3,9000
﻿201904,2F,7,6,1,8000
﻿201904,2M,1,1,3,147000
﻿201904,2M,1,4,1,43000
﻿201904,31,4,6,2,10000
﻿201904,38,1,4,1,1000
﻿201904,38,2,6,1,25000
﻿201904,38,7,1,10,217000
﻿201904,38,7,2,48,801000
﻿201904,38,7,6,1,238000
﻿201904,39,6,1,1,706000
﻿201904,39,7,2,3,92000
﻿201904,3E,1,1,1,50000
﻿201904,3G,7,2,19,1080000
﻿201904,3H,7,2,61,1860000
﻿201904,3K,7,2,2,250000
﻿201904,3R,2,2,2,112000
﻿201904,3R,7,1,1,10000
﻿201904,3R,7,2,29,1090000
﻿201904,3T,7,4,1,60000
﻿201904,42,6,1,1,1360000
﻿201904,47,1,1,4,146000
﻿201904,47,1,2,16,265000
﻿201904,47,1,6,1,6000
﻿201904,47,2,1,5,43000
﻿201904,47,2,2,2,800000
﻿201904,47,3,1,15,45000
﻿201904,47,3,2,21,71000
﻿201904,47,3,4,2,10000
﻿201904,47,3,6,3,7000
﻿201904,47,4,4,1,1000
﻿201904,47,6,1,1,20000
﻿201904,47,7,1,8,349000
﻿201904,47,7,2,100,6580000
﻿201904,47,7,4,5,25000
﻿201904,48,1,1,2,550000
﻿201904,48,1,6,5,185000
﻿201904,48,6,1,1,15000
﻿201904,49,1,1,7,254000
﻿201904,49,1,2,15,331000
﻿201904,49,6,1,1,13000
﻿201904,49,6,6,1,3490000
﻿201904,49,7,4,4,156000
﻿201904,4A,1,2,2,130000
﻿201904,4A,3,1,1,5000
﻿201904,4A,3,2,11,47000
﻿201904,4A,4,4,4,4000
﻿201904,4A,7,1,8,804000
﻿201904,4A,7,2,52,1660000
﻿201904,4B,7,1,12,409000
﻿201904,4C,1,2,7,411000
﻿201904,4C,3,4,1,3000
﻿201904,4C,7,2,2,154000
﻿201904,4D,3,6,1,1000
﻿201904,4D,4,4,7,1000
﻿201904,4F,2,2,1,15000
﻿201904,4F,3,2,2,6000
﻿201904,4F,6,2,1,4540000
﻿201904,4F,6,6,1,11000
﻿201904,4F,7,2,56,4460000
﻿201904,4F,7,4,5,100000
﻿201904,4G,1,6,1,3000
﻿201904,4G,3,4,1,5000
﻿201904,4H,7,1,7,638000
﻿201904,4H,7,2,4,68000
﻿201904,4J,4,4,1,1000
﻿201904,4J,7,4,1,7000
﻿201904,4J,7,6,2,20000
﻿201904,4K,7,2,30,2600000
﻿201904,4L,1,4,1,35000
﻿201904,4P,4,6,3,24000
﻿201904,4P,7,2,2,100000
﻿201904,4R,1,2,1,100000000
﻿201904,4R,1,4,1,60000
﻿201904,4R,2,1,1,40000
﻿201904,4R,2,2,1,26000
﻿201904,4R,2,6,1,18000
﻿201904,4R,3,1,5,15000
﻿201904,4R,3,6,1,3000
﻿201904,4R,7,1,3,131000
﻿201904,4R,7,2,5,184000
﻿201904,4S,1,1,1,40000
﻿201904,4S,1,2,7,175000
﻿201904,4S,2,1,2,30000
﻿201904,4S,2,2,5,166000
﻿201904,4S,3,1,2,6000
﻿201904,4S,7,2,34,548000
﻿201904,4V,3,2,6,30000
﻿201904,4Y,2,2,3,60000
﻿201904,4Y,2,4,1,10000
﻿201904,4Y,3,4,1,5000
﻿201904,4Y,4,4,1,1000
﻿201904,4Y,7,2,24,402000
﻿201904,50,7,1,10,537000
﻿201904,51,3,2,2,10000
﻿201904,51,6,6,1,30000
﻿201904,51,7,1,14,328000
﻿201904,51,7,2,12,623000
﻿201904,52,3,2,1,5000
﻿201904,52,7,1,1,70000
﻿201904,53,1,1,1,158000
﻿201904,53,3,4,2,10000
﻿201904,54,2,2,1,400000
﻿201904,56,1,1,1,25000
﻿201904,56,1,2,2,170000
﻿201904,56,3,6,1,5000
﻿201904,56,7,1,2,50000
﻿201904,56,7,2,9,243000
﻿201904,56,7,4,2,70000
﻿201904,57,1,6,1,9000
﻿201904,57,2,1,10,749000
﻿201904,57,2,2,7,131000
﻿201904,57,2,6,2,209000
﻿201904,57,3,1,2,8000
﻿201904,57,4,4,1,1000
﻿201904,57,6,6,1,990000
﻿201904,57,7,2,93,2520000
﻿201904,58,7,2,18,284000
﻿201904,5E,1,1,1,50000
﻿201904,5R,7,2,10,491000
﻿201904,62,1,2,3,196000
﻿201904,62,1,6,1,20000
﻿201904,62,6,1,1,5000
﻿201904,62,7,1,2,497000
﻿201904,63,1,2,1,3840000
﻿201904,63,7,2,1,50000
﻿201904,65,1,1,1,50000
﻿201904,65,7,1,9,657000
﻿201904,65,7,2,6,247000
﻿201904,67,1,6,1,40000
﻿201904,67,7,2,14,449000
﻿201904,6B,3,2,5,19000
﻿201904,6D,7,6,4,85000
﻿201904,6N,1,6,1,3000
﻿201904,74,1,1,2,115000
﻿201904,74,1,2,6,7650000
﻿201904,74,1,6,1,71000
﻿201904,74,3,1,4,20000
﻿201904,74,6,2,1,909000
﻿201904,74,7,1,9,817000
﻿201904,74,7,2,6,270000
﻿201904,75,1,1,1,50000
﻿201904,75,6,6,1,13000
﻿201904,75,7,2,1,76000
﻿201904,77,3,1,5,15000
﻿201904,77,3,6,1,5000
﻿201904,7A,3,2,1,4000
﻿201904,7A,6,1,1,11000
﻿201904,7A,7,2,1,192000
﻿201904,7P,7,1,26,279000
﻿201904,7P,7,2,23,424000
﻿201904,83,7,1,23,257000
﻿201904,83,7,2,8,104000
﻿201905,1,1,1,3,80000
﻿201905,1,1,2,28,1480000
﻿201905,1,1,3,1,55000
﻿201905,1,1,4,3,75000
﻿201905,1,1,5,2,140000
﻿201905,1,1,6,11,20100000
﻿201905,1,2,1,2,64000
﻿201905,1,2,2,38,2310000
﻿201905,1,2,5,2,100000
﻿201905,1,2,6,8,229000
﻿201905,1,3,1,4,12000
﻿201905,1,3,2,13,36000
﻿201905,1,3,4,3,15000
﻿201905,1,3,6,3,7000
﻿201905,1,4,4,127,184000
﻿201905,1,4,6,33,18000
﻿201905,1,6,1,39,26000000
﻿201905,1,6,4,17,2000
﻿201905,1,6,6,34,19300000
﻿201905,1,7,1,103,4600000
﻿201905,1,7,2,303,12000000
﻿201905,1,7,4,7,177000
﻿201905,1,7,6,405,9510000
﻿201905,6,1,1,5,115000
﻿201905,6,1,2,12,259000
﻿201905,6,1,4,1,4000
﻿201905,6,1,6,1,5000
﻿201905,6,2,2,2,100000
﻿201905,6,3,1,10,32000
﻿201905,6,3,2,8,30000
﻿201905,6,3,4,1,3000
﻿201905,6,4,4,24,12000
﻿201905,6,4,6,2,2000
﻿201905,6,6,2,1,593000
﻿201905,6,6,6,2,8900000
﻿201905,6,7,1,10,320000
﻿201905,6,7,2,178,5060000
﻿201905,11,1,2,11,444000
﻿201905,11,1,6,2,20000
﻿201905,11,2,1,1,300000
﻿201905,11,2,2,4,74000
﻿201905,11,2,6,1,77000
﻿201905,11,4,4,2,2000
﻿201905,11,4,6,3,3000
﻿201905,11,6,1,1,51000
﻿201905,11,7,2,39,1220000
﻿201905,11,7,6,12,176000
﻿201905,12,2,6,1,56000
﻿201905,12,3,2,1,5000
﻿201905,12,4,4,46,6000
﻿201905,13,1,6,3,30000
﻿201905,13,7,1,13,663000
﻿201905,13,7,2,4,70000
﻿201905,14,1,2,2,20000
﻿201905,14,2,2,1,150000
﻿201905,14,3,6,1,3000
﻿201905,14,4,4,5,2000
﻿201905,14,6,6,1,18000
﻿201905,14,7,1,8,142000
﻿201905,14,7,2,62,2260000
﻿201905,14,7,6,6,40000
﻿201905,15,1,1,2,282000
﻿201905,15,3,6,1,5000
﻿201905,15,4,4,2,1000
﻿201905,15,4,6,1,1000
﻿201905,15,7,2,4,125000
﻿201905,16,3,1,7,21000
﻿201905,17,3,2,2,8000
﻿201905,17,4,4,7,1000
﻿201905,17,7,2,11,213000
﻿201905,18,4,6,6,1000
﻿201905,18,6,1,1,505000
﻿201905,18,7,2,17,1280000
﻿201905,19,4,4,1,1000
﻿201905,22,4,4,3,30000
﻿201905,29,1,6,1,5000
﻿201905,29,3,2,4,20000
﻿201905,29,4,6,1,1000
﻿201905,2F,2,6,1,24000
﻿201905,2F,7,6,1,10000
﻿201905,2M,7,4,1,50000
﻿201905,30,3,1,1,3000
﻿201905,30,3,2,5,15000
﻿201905,38,1,1,1,10000
﻿201905,38,1,2,1,10000
﻿201905,38,1,6,2,30000
﻿201905,38,4,6,1,1000
﻿201905,38,6,6,2,84000
﻿201905,38,7,1,2,70000
﻿201905,38,7,2,44,608000
﻿201905,38,7,6,1,471000
﻿201905,39,2,1,1,15000
﻿201905,39,2,2,1,20000
﻿201905,3E,1,2,1,20000
﻿201905,3H,7,1,1,150000
﻿201905,3H,7,2,45,1420000
﻿201905,3R,7,1,1,10000
﻿201905,3R,7,2,13,527000
﻿201905,40,7,4,1,45000
﻿201905,47,1,2,10,78000
﻿201905,47,1,6,4,80000
﻿201905,47,2,2,4,220000
﻿201905,47,2,6,1,100000
﻿201905,47,3,2,2,7000
﻿201905,47,3,4,5,25000
﻿201905,47,3,6,2,8000
﻿201905,47,6,1,1,1610000
﻿201905,47,7,1,6,144000
﻿201905,47,7,2,64,3150000
﻿201905,48,1,6,7,183000
﻿201905,49,1,2,13,623000
﻿201905,49,7,4,1,70000
﻿201905,4A,3,2,9,43000
﻿201905,4A,3,4,2,6000
﻿201905,4A,7,1,1,300000
﻿201905,4A,7,2,44,1290000
﻿201905,4B,7,2,12,455000
﻿201905,4C,1,2,1,58000
﻿201905,4C,1,6,1,40000
﻿201905,4C,7,2,1,76000
﻿201905,4D,3,1,4,4000
﻿201905,4D,3,2,4,4000
﻿201905,4F,6,6,1,11000
﻿201905,4G,1,1,1,15000
﻿201905,4G,3,4,2,10000
﻿201905,4H,1,1,1,75000
﻿201905,4H,7,2,18,943000
﻿201905,4J,2,6,1,21000
﻿201905,4J,4,4,4,150000
﻿201905,4J,4,6,2,2000
﻿201905,4J,6,6,1,1000000
﻿201905,4K,4,6,1,1000
﻿201905,4K,7,2,15,937000
﻿201905,4K,7,4,2,37000
﻿201905,4L,1,6,1,21000
﻿201905,4N,3,4,2,10000
﻿201905,4N,7,1,2,52000
﻿201905,4P,7,1,3,68000
﻿201905,4P,7,2,1,50000
﻿201905,4P,7,4,3,200000
﻿201905,4Q,1,6,1,12000
﻿201905,4R,1,1,1,42000
﻿201905,4R,1,2,2,130000
﻿201905,4R,3,2,5,15000
﻿201905,4R,7,2,19,1190000
﻿201905,4S,1,2,9,181000
﻿201905,4S,2,1,1,70000
﻿201905,4S,2,2,16,329000
﻿201905,4S,2,6,2,35000
﻿201905,4S,3,1,2,6000
﻿201905,4S,3,2,1,3000
﻿201905,4S,3,6,2,6000
﻿201905,4S,4,4,1,1000
﻿201905,4S,7,1,9,56000
﻿201905,4S,7,2,3,53000
﻿201905,4V,3,2,1,5000
﻿201905,4Y,2,2,1,10000
﻿201905,4Y,2,6,1,40000
﻿201905,4Y,7,2,3,100000
﻿201905,50,7,1,3,240000
﻿201905,51,7,2,27,597000
﻿201905,52,3,2,2,7000
﻿201905,53,1,1,2,105000
﻿201905,53,4,4,3,3000
﻿201905,54,6,2,1,515000
﻿201905,56,1,1,1,35000
﻿201905,56,7,1,1,6000
﻿201905,56,7,2,4,66000
﻿201905,56,7,4,1,46000
﻿201905,57,1,1,1,6000
﻿201905,57,2,2,1,40000
﻿201905,57,3,2,2,2000
﻿201905,57,3,6,1,3000
﻿201905,57,4,4,4,42000
﻿201905,57,6,2,1,11000
﻿201905,57,6,6,1,33000
﻿201905,57,7,1,2,179000
﻿201905,57,7,2,13,479000
﻿201905,57,7,4,1,150000
﻿201905,58,7,2,22,330000
﻿201905,5R,7,2,1,163000
﻿201905,62,6,2,2,79000
﻿201905,62,6,6,1,1490000
﻿201905,62,7,2,2,482000
﻿201905,62,7,4,1,20000
﻿201905,65,7,2,18,570000
﻿201905,6B,3,6,1,5000
﻿201905,6C,4,6,5,50000
﻿201905,6D,7,1,1,16000
﻿201905,6D,7,6,1,10000
﻿201905,74,1,2,9,327000
﻿201905,74,2,1,1,260000
﻿201905,74,2,6,1,50000
﻿201905,74,3,2,2,10000
﻿201905,74,6,1,1,8000
﻿201905,74,7,1,12,112000
﻿201905,74,7,2,6,329000
﻿201905,77,6,1,1,7000
﻿201905,77,7,6,34,537000
﻿201905,7A,7,1,1,22000
﻿201905,7A,7,6,3,31000
﻿201905,7E,2,1,2,150000
﻿201905,7P,7,2,17,331000
﻿201905,83,1,2,8,118000
﻿201905,83,2,2,5,67000
﻿201905,83,3,4,2,10000
﻿201905,83,7,2,42,460000
﻿201905,8B,4,4,3,3000
﻿201905,92,7,1,2,167000
﻿201906,1,1,1,3,148000
﻿201906,1,1,2,10,1220000
﻿201906,1,1,4,1,15000
﻿201906,1,1,6,8,176000
﻿201906,1,2,1,4,124000
﻿201906,1,2,2,16,485000
﻿201906,1,2,5,2,50000
﻿201906,1,2,6,5,121000
﻿201906,1,3,1,19,83000
﻿201906,1,3,2,16,60000
﻿201906,1,3,4,1,5000
﻿201906,1,3,6,3,15000
﻿201906,1,4,4,94,211000
﻿201906,1,4,6,26,109000
﻿201906,1,6,1,50,11000000
﻿201906,1,6,4,6,1000
﻿201906,1,6,6,58,19200000
﻿201906,1,7,1,86,4170000
﻿201906,1,7,2,236,7200000
﻿201906,1,7,4,5,203000
﻿201906,1,7,6,122,5820000
﻿201906,6,1,1,5,137000
﻿201906,6,1,2,14,335000
﻿201906,6,1,4,1,40000
﻿201906,6,1,6,2,9000
﻿201906,6,2,1,1,53000
﻿201906,6,2,2,2,55000
﻿201906,6,3,1,1,5000
﻿201906,6,3,2,8,24000
﻿201906,6,4,4,8,32000
﻿201906,6,6,1,1,2010000
﻿201906,6,6,2,3,40000
﻿201906,6,7,1,10,621000
﻿201906,6,7,2,105,3260000
﻿201906,6,7,4,1,30000
﻿201906,11,1,2,1,7000
﻿201906,11,1,5,1,20000
﻿201906,11,2,6,1,3000
﻿201906,11,3,1,2,6000
﻿201906,11,3,2,2,6000
﻿201906,11,3,4,6,30000
﻿201906,11,4,4,12,1000
﻿201906,11,6,1,2,2370000
﻿201906,11,7,2,26,932000
﻿201906,13,1,6,1,3000
﻿201906,13,4,6,2,2000
﻿201906,13,7,2,1,20000
﻿201906,14,2,1,1,5000
﻿201906,14,2,2,4,82000
﻿201906,14,2,6,1,160000
﻿201906,14,4,4,9,300000
﻿201906,14,7,1,2,410000
﻿201906,14,7,2,10,900000
﻿201906,15,1,2,3,273000
﻿201906,15,1,6,1,2000
﻿201906,15,3,1,2,6000
﻿201906,15,4,4,2,50000
﻿201906,17,3,2,1,5000
﻿201906,17,4,4,5,1000
﻿201906,17,6,6,1,22000
﻿201906,17,7,2,4,147000
﻿201906,18,3,6,1,5000
﻿201906,18,6,6,1,6000
﻿201906,18,7,1,3,105000
﻿201906,18,7,2,4,680000
﻿201906,19,4,4,1,1000
﻿201906,22,3,6,1,3000
﻿201906,29,3,2,1,5000
﻿201906,29,7,1,4,200000
﻿201906,29,7,2,5,558000
﻿201906,2M,2,6,1,50000
﻿201906,30,3,6,1,2000
﻿201906,30,6,1,1,8000
﻿201906,38,1,1,1,5000
﻿201906,38,1,2,8,281000
﻿201906,38,2,1,3,160000
﻿201906,38,2,2,8,286000
﻿201906,38,2,6,1,50000
﻿201906,38,4,4,1,1000
﻿201906,38,6,1,1,10000
﻿201906,38,6,6,3,2610000
﻿201906,38,7,2,28,337000
﻿201906,38,7,6,1,251000
﻿201906,39,2,1,1,31000
﻿201906,39,2,2,2,65000
﻿201906,39,7,2,6,339000
﻿201906,3C,1,2,2,287000
﻿201906,3E,1,2,1,30000
﻿201906,3H,7,2,38,1200000
﻿201906,3R,7,2,2,20000
﻿201906,43,1,6,1,55000
﻿201906,47,1,1,4,184000
﻿201906,47,1,2,6,158000
﻿201906,47,1,6,4,52000
﻿201906,47,2,1,2,68000
﻿201906,47,2,2,19,587000
﻿201906,47,2,6,2,12000
﻿201906,47,3,4,1,2000
﻿201906,47,4,4,2,20000
﻿201906,47,7,1,9,427000
﻿201906,47,7,2,19,875000
﻿201906,47,7,6,14,593000
﻿201906,49,1,2,3,257000
﻿201906,4A,2,5,1,500000
﻿201906,4A,3,2,8,38000
﻿201906,4A,3,6,2,6000
﻿201906,4A,6,1,1,707000
﻿201906,4A,6,6,1,354000
﻿201906,4A,7,1,5,473000
﻿201906,4A,7,2,26,3340000
﻿201906,4A,7,4,6,520000
﻿201906,4B,7,2,6,240000
﻿201906,4B,7,4,1,100000
﻿201906,4C,1,2,1,32000
﻿201906,4D,1,1,2,94000
﻿201906,4D,3,2,1,1000
﻿201906,4D,6,1,1,2000
﻿201906,4F,1,6,1,3000
﻿201906,4F,4,4,1,1000
﻿201906,4F,6,1,1,11000
﻿201906,4F,6,2,1,29000
﻿201906,4G,1,2,1,11000
﻿201906,4H,6,6,1,9000
﻿201906,4H,7,2,6,234000
﻿201906,4J,2,2,2,100000
﻿201906,4J,7,1,1,28000
﻿201906,4K,2,5,3,60000
﻿201906,4K,4,4,1,1000
﻿201906,4K,6,6,1,8000
﻿201906,4K,7,2,5,131000
﻿201906,4P,7,1,10,147000
﻿201906,4P,7,2,13,269000
﻿201906,4R,1,2,2,115000
﻿201906,4R,3,2,1,3000
﻿201906,4R,7,2,57,4390000
﻿201906,4R,7,4,3,70000
﻿201906,4S,1,2,1,30000
﻿201906,4S,2,2,2,21000
﻿201906,4S,6,6,1,6000
﻿201906,4S,7,2,4,40000
﻿201906,4V,1,6,1,4000
﻿201906,50,7,1,4,331000
﻿201906,51,2,2,1,300000
﻿201906,51,4,4,2,2000
﻿201906,51,6,6,1,567000
﻿201906,51,7,2,20,535000
﻿201906,54,6,2,1,45000
﻿201906,56,1,2,1,3000
﻿201906,56,3,1,3,3000
﻿201906,56,4,4,3,12000
﻿201906,56,7,2,2,49000
﻿201906,56,7,4,3,89000
﻿201906,57,1,2,1,41000
﻿201906,57,2,2,1,80000
﻿201906,57,4,6,1,1000
﻿201906,57,6,6,1,12000
﻿201906,57,7,1,13,565000
﻿201906,57,7,2,12,119000
﻿201906,58,7,2,12,212000
﻿201906,5R,6,2,1,7000
﻿201906,62,6,2,1,8000
﻿201906,63,3,2,1,2000
﻿201906,63,4,4,15,15000
﻿201906,65,7,2,13,715000
﻿201906,66,1,4,1,2000
﻿201906,66,7,4,2,12000
﻿201906,67,7,2,1,50000
﻿201906,6B,2,1,1,150000
﻿201906,6D,7,2,4,53000
﻿201906,6F,3,1,3,15000
﻿201906,6F,4,4,11,11000
﻿201906,74,1,2,2,50000000
﻿201906,74,1,6,1,120000
﻿201906,74,3,2,1,5000
﻿201906,74,4,4,1,18000
﻿201906,74,6,1,1,7000
﻿201906,74,6,6,1,405000
﻿201906,74,7,2,41,937000
﻿201906,77,7,6,31,698000
﻿201906,7A,3,2,1,5000
﻿201906,7A,7,2,4,63000
﻿201906,7E,6,6,1,5000
﻿201906,7E,7,6,54,1590000
﻿201906,83,2,2,3,220000
﻿201906,83,4,6,2,1000
﻿201906,83,6,1,1,759000
﻿201906,83,7,1,1,40000
﻿201906,83,7,2,40,544000
﻿201907,1,1,1,7,663000
﻿201907,1,1,2,18,464000
﻿201907,1,1,4,1,7000
﻿201907,1,1,6,9,309000
﻿201907,1,2,1,7,188000
﻿201907,1,2,2,44,1800000
﻿201907,1,2,4,5,75000
﻿201907,1,2,5,5,185000
﻿201907,1,2,6,4,108000
﻿201907,1,3,1,7,25000
﻿201907,1,3,2,45,162000
﻿201907,1,3,4,5,19000
﻿201907,1,3,6,3,13000
﻿201907,1,4,4,111,206000
﻿201907,1,4,6,15,23000
﻿201907,1,6,1,30,5460000
﻿201907,1,6,6,25,5840000
﻿201907,1,7,1,75,3370000
﻿201907,1,7,2,409,12500000
﻿201907,1,7,4,20,990000
﻿201907,1,7,6,80,2190000
﻿201907,6,1,1,2,23000
﻿201907,6,1,2,31,561000
﻿201907,6,1,4,1,7000
﻿201907,6,2,1,1,50000
﻿201907,6,2,2,8,600000
﻿201907,6,3,1,3,11000
﻿201907,6,3,2,15,63000
﻿201907,6,4,4,12,12000
﻿201907,6,4,6,1,31000
﻿201907,6,6,2,3,56000
﻿201907,6,7,1,45,1080000
﻿201907,6,7,2,172,5710000
﻿201907,6,7,4,1,33000
﻿201907,6,7,6,2,74000
﻿201907,11,1,1,4,68000
﻿201907,11,1,2,7,200000
﻿201907,11,1,5,2,79000
﻿201907,11,2,2,1,2840000
﻿201907,11,3,1,1,3000
﻿201907,11,3,2,12,36000
﻿201907,11,4,4,39,42000
﻿201907,11,6,1,5,114000
﻿201907,11,7,1,3,281000
﻿201907,11,7,2,15,583000
﻿201907,12,2,2,1,21800000
﻿201907,12,3,2,1,5000
﻿201907,12,3,4,2,10000
﻿201907,12,7,1,10,167000
﻿201907,13,4,4,2,10000
﻿201907,13,6,6,1,9000
﻿201907,13,7,2,29,842000
﻿201907,14,1,2,1,20000
﻿201907,14,2,2,2,60000
﻿201907,14,4,4,10,49000
﻿201907,14,6,1,1,9000
﻿201907,14,7,2,63,1920000
﻿201907,14,7,4,1,30000
﻿201907,15,1,2,1,51000
﻿201907,15,1,6,1,4000
﻿201907,15,2,2,2,56000
﻿201907,15,3,1,2,10000
﻿201907,15,7,4,2,231000
﻿201907,16,3,2,14,42000
﻿201907,16,4,4,15,2000
﻿201907,16,7,4,5,150000
﻿201907,17,3,2,2,10000
﻿201907,17,4,4,10,2000
﻿201907,18,1,6,1,91000
﻿201907,18,6,6,1,42000
﻿201907,18,7,1,6,437000
﻿201907,18,7,2,17,635000
﻿201907,18,7,6,44,726000
﻿201907,21,1,4,1,3000
﻿201907,22,3,1,4,20000
﻿201907,22,3,6,3,15000
﻿201907,29,1,2,1,30000
﻿201907,29,7,1,2,46000
﻿201907,29,7,2,22,1700000
﻿201907,2J,1,6,1,60000
﻿201907,31,4,4,10,6000
﻿201907,31,7,1,19,449000
﻿201907,31,7,2,2,43000
﻿201907,38,1,2,9,220000
﻿201907,38,1,6,2,30000
﻿201907,38,2,2,7,195000
﻿201907,38,3,4,10,50000
﻿201907,38,4,4,6,1000
﻿201907,38,7,1,1,30000
﻿201907,38,7,2,17,236000
﻿201907,39,2,2,1,20000
﻿201907,39,2,6,1,68000
﻿201907,39,7,2,91,8980000
﻿201907,3H,7,2,7,607000
﻿201907,3K,1,3,1,42000
﻿201907,3R,7,2,2,110000
﻿201907,43,7,4,1,41000
﻿201907,47,1,2,11,393000
﻿201907,47,1,4,1,70000
﻿201907,47,1,6,5,98000
﻿201907,47,2,2,10,431000
﻿201907,47,2,5,1,200000
﻿201907,47,3,2,1,5000
﻿201907,47,3,4,1,3000
﻿201907,47,4,4,5,400000
﻿201907,47,6,1,2,2540000
﻿201907,47,7,1,12,337000
﻿201907,47,7,2,131,6730000
﻿201907,47,7,4,1,19000
﻿201907,47,7,6,25,1230000
﻿201907,48,6,1,1,15000
﻿201907,49,1,2,5,319000
﻿201907,49,1,6,1,16000
﻿201907,49,6,1,1,13000
﻿201907,4A,3,2,3,13000
﻿201907,4A,3,4,1,3000
﻿201907,4A,7,1,12,840000
﻿201907,4A,7,2,25,3050000
﻿201907,4A,7,4,2,20000
﻿201907,4B,7,2,26,657000
﻿201907,4B,7,4,1,100000
﻿201907,4C,1,6,4,137000
﻿201907,4C,2,1,1,10000
﻿201907,4C,4,4,1,1000
﻿201907,4C,7,1,10,260000
﻿201907,4C,7,2,4,291000
﻿201907,4D,1,4,1,50000
﻿201907,4D,3,2,6,6000
﻿201907,4D,4,6,1,1000
﻿201907,4F,6,6,1,11000
﻿201907,4G,1,2,3,105000
﻿201907,4H,7,2,19,758000
﻿201907,4J,2,2,1,5000
﻿201907,4J,3,4,1,3000
﻿201907,4J,4,6,1,12000
﻿201907,4J,7,1,13,165000
﻿201907,4J,7,2,9,356000
﻿201907,4J,7,4,13,927000
﻿201907,4K,2,5,4,120000
﻿201907,4K,7,2,8,113000
﻿201907,4K,7,6,1,7000
﻿201907,4N,1,1,2,44000
﻿201907,4N,1,2,1,39000
﻿201907,4N,2,2,8,152000
﻿201907,4P,4,4,1,19000
﻿201907,4P,7,2,12,263000
﻿201907,4R,2,1,1,7000
﻿201907,4R,4,4,8,8000
﻿201907,4R,7,2,10,881000
﻿201907,4S,1,2,1,40000
﻿201907,4S,3,1,1,3000
﻿201907,4S,3,4,2,9000
﻿201907,4S,7,2,21,144000
﻿201907,4Y,3,1,2,10000
﻿201907,4Y,3,4,1,5000
﻿201907,50,7,2,12,741000
﻿201907,51,6,6,1,30000
﻿201907,51,7,1,6,173000
﻿201907,51,7,2,12,235000
﻿201907,51,7,4,1,9000
﻿201907,52,7,1,1,50000
﻿201907,52,7,2,3,127000
﻿201907,53,1,1,1,95000
﻿201907,53,2,2,1,136000
﻿201907,53,2,6,1,150000
﻿201907,54,3,4,1,1000
﻿201907,56,1,2,1,15000
﻿201907,56,4,4,10,10000
﻿201907,56,7,1,5,149000
﻿201907,56,7,2,11,381000
﻿201907,56,7,4,1,220000
﻿201907,56,7,6,28,715000
﻿201907,57,1,2,3,80000
﻿201907,57,2,2,1,24000
﻿201907,57,2,6,1,75000
﻿201907,57,7,1,9,664000
﻿201907,57,7,2,61,1670000
﻿201907,57,7,4,1,40000
﻿201907,57,7,6,32,1770000
﻿201907,58,7,1,18,233000
﻿201907,5E,1,1,1,40000
﻿201907,5E,1,2,1,50000
﻿201907,62,3,1,10,30000
﻿201907,62,4,4,10,10000
﻿201907,62,6,1,1,5000
﻿201907,62,7,2,8,778000
﻿201907,62,7,4,2,200000
﻿201907,63,3,2,4,11000
﻿201907,63,4,4,17,16000
﻿201907,63,7,1,9,107000
﻿201907,65,7,2,13,401000
﻿201907,67,1,4,1,50000
﻿201907,67,1,5,3,650000
﻿201907,67,7,2,3,280000
﻿201907,68,4,4,3,2000
﻿201907,6B,1,1,1,30000
﻿201907,6B,1,2,15,581000
﻿201907,6B,2,1,1,40000
﻿201907,6B,2,2,2,424000
﻿201907,6D,7,2,1,40000
﻿201907,74,1,2,6,31300000
﻿201907,74,3,2,2,9000
﻿201907,74,6,6,1,1000000
﻿201907,74,7,1,2,763000
﻿201907,74,7,2,25,1530000
﻿201907,75,1,6,1,30000
﻿201907,75,6,6,1,13000
﻿201907,76,2,1,2,45000
﻿201907,77,1,4,1,7000
﻿201907,77,7,6,29,513000
﻿201907,7A,1,4,1,44000
﻿201907,7A,3,1,2,2000
﻿201907,7A,6,1,1,11000
﻿201907,7A,7,2,3,42000
﻿201907,7A,7,4,1,5000
﻿201907,7A,7,6,4,50000
﻿201907,7E,6,6,1,10000
﻿201907,7E,7,6,55,1650000
﻿201907,7L,3,6,2,7000
﻿201907,7P,7,2,16,208000
﻿201907,83,2,2,1,30000
